"","New_ID","Site","Transect.x","Depth_m","Benthic_Complexity","cropper","browser","detritivore","excavator","scraper","turf_algae","rock","hydrocoral","halimeda","cca","macroalgae","complex_octocoral","other_octocoral","seagrass","sponge","HC_complex","HC_encrusting","HC_plate","HC_other","HC_bleached","HC_dead","HC_massive_submass","unconsolidated_subs","Transect.y","Depth","Survey","Site_recode","Survey_recode","total_macroalgae","total_hard_coral"
"108","Feb_22|HSUP-01|T5","HSUP-01","T5",28.4,4,20,2,21,1,1,48.68,0,0,0,0,0,23.68,0,0,2.63,9.21,1.32,7.89,0,0,0,1.32,5.26,"T5",28.4,"Feb-22","HSUP-01","Feb_22",0,19.74
"109","Feb_22|HSUP-01|T6","HSUP-01","T6",18.6,3,6,3,12,1,2,30.14,0,0,8.22,0,0,17.81,1.37,0,4.11,15.07,4.11,9.59,4.11,0,2.74,2.74,0,"T6",18.6,"Feb-22","HSUP-01","Feb_22",8.22,35.62
"110","Feb_22|HSUP-01|T7","HSUP-01","T7",13.7,2,14,5,9,5,4,76.71,0,0,0,0,0,0,2.74,0,0,5.48,0,6.85,0,2.74,4.11,1.37,0,"T7",13.7,"Feb-22","HSUP-01","Feb_22",0,13.7
"111","Feb_22|HSUP-01|T8","HSUP-01","T8",9.6,2,1,1,6,2,20,33.85,0,0,6.15,44.62,0,1.54,0,0,0,9.23,0,0,0,1.54,0,3.08,0,"T8",9.6,"Feb-22","HSUP-01","Feb_22",6.15,12.31
"112","Jul_21|EDNA-01|T10","EDNA-01","T10",19.1,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Jul_21|EDNA-01|T11","EDNA-01","T11",14,3,0,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Jul_21|EDNA-01|T12","EDNA-01","T12",9.8,1,24,6,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Jul_21|EDNA-01|T3","EDNA-01","T3",79,5,4,2,0,0,3,0,25.71,0,0,0,0,2.86,0,0,0,0,0,71.43,0,0,0,0,0,"T3",79,"Jul-21","EDNA-01","Jul_21",0,71.43
"116","Jul_21|EDNA-01|T7","EDNA-01","T7",48,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Jul_21|EDNA-01|T8","EDNA-01","T8",39,4,10,0,3,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Jul_21|EDNA-01|T9","EDNA-01","T9",26.7,3,7,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Jul_21|JULI-01|T1","JULI-01","T1",98,4,1,0,0,0,0,0,30.91,0,0,0,0,18.18,9.09,0,3.64,0,0,18.18,0,0,0,0,20,"T1",98,"Jul-21","JULI-01","Jul_21",0,18.18
"120","Jul_21|JULI-01|T3","JULI-01","T3",68,3,4,0,0,0,0,1.52,6.06,0,0,0,10.61,30.3,6.06,0,6.06,0,0,0,0,0,0,1.52,37.88,"T3",68,"Jul-21","JULI-01","Jul_21",10.61,1.52
"121","Jul_21|JULI-01|T7","JULI-01","T7",34.9,3,14,0,6,1,1,32.31,3.08,0,0,0,3.08,7.69,0,0,30.77,6.15,1.54,6.15,0,0,0,6.15,3.08,"T7",34.9,"Jul-21","JULI-01","Jul_21",3.08,19.99
"122","Jul_21|JULI-01|T8","JULI-01","T8",28,3,0,0,5,0,0,44.23,0,0,0,0,5.77,15.38,0,0,23.08,5.77,3.85,0,0,0,0,1.92,0,"T8",28,"Jul-21","JULI-01","Jul_21",5.77,11.54
"123","Jul_21|JULI-02|T2","JULI-02","T2",94.2,3,0,0,0,0,1,25,0,0,12.5,0,2.08,2.08,4.17,0,2.08,8.33,0,0,0,0,0,0,43.75,"T2",91.4,"Jul-21","JULI-02","Jul_21",14.58,8.33
"124","Jul_21|JULI-02|T3","JULI-02","T3",86.4,3,0,0,0,0,1,24.14,1.72,0,48.28,1.72,5.17,1.72,0,0,3.45,10.34,0,3.45,0,0,0,0,0,"T3",88.2,"Jul-21","JULI-02","Jul_21",53.45,13.79
"125","Jul_21|JULI-02|T4","JULI-02","T4",77,3.5,2,0,3,0,0,0,42.19,0,0,0,0,7.81,0,0,37.5,0,0,6.25,0,0,0,0,6.25,"T4",77,"Jul-21","JULI-02","Jul_21",0,6.25
"126","Jul_21|JULI-02|T5","JULI-02","T5",67.1,3,4,0,0,1,3,0,46.67,0,0,0,0,12,0,0,18.67,0,2.67,20,0,0,0,0,0,"T5",66.8,"Jul-21","JULI-02","Jul_21",0,22.67
"127","Jul_21|JULI-02|T6","JULI-02","T6",59.1,1.5,0,0,0,0,2,0,30.65,0,0,0,0,24.19,1.61,0,8.06,0,11.29,24.19,0,0,0,0,0,"T6",57.2,"Jul-21","JULI-02","Jul_21",0,35.48
"128","Jul_21|JULI-02|T8","JULI-02","T8",47.6,1.5,11,2,3,0,0,0,2.56,0,0,0,0,0,30.77,0,14.1,0,0,0,0,0,0,0,52.56,"T8",47.7,"Jul-21","JULI-02","Jul_21",0,0
"129","Jul_21|JULI-02|T9","JULI-02","T9",35.4,3,4,0,4,0,1,0,0,0,62,0,0,0,2,0,2,0,0,0,0,0,0,0,34,"T9",35.7,"Jul-21","JULI-02","Jul_21",62,0
